,X1,X2,X3,word,frequency
seems_to_be,seems,to,be,seems_to_be,180
seems_to_be1,seems,to,be,seems_to_be,68
seems_to_be2,seems,to,be,seems_to_be,5
send_me_a,send,me,a,send_me_a,61
sense_of_humor,sense,of,humor,sense_of_humor,5
share_in_the,share,in,the,share_in_the,7
she_and_her,she,and,her,she_and_her,7
she_said_the,she,said,the,she_said_the,9
shot_in_the,shot,in,the,shot_in_the,5
should_be_a,should,be,a,should_be_a,106
shout_out_to,shout,out,to,shout_out_to,184
side_of_the,side,of,the,side_of_the,240
side_of_the1,side,of,the,side_of_the,66
side_of_the2,side,of,the,side_of_the,14
sign_up_for,sign,up,for,sign_up_for,56
six_years_ago,six,years,ago,six_years_ago,6
so_excited_for,so,excited,for,so_excited_for,109
so_excited_to,so,excited,to,so_excited_to,102
so_glad_you,so,glad,you,so_glad_you,64
so_i_can1,so,i,can,so_i_can,292
so_i_can,so,i,can,so_i_can,115
so_i_was,so,i,was,so_i_was,91
so_i_have,so,i,have,so_i_have,85
so_i_had,so,i,had,so_i_had,73
so_i_am,so,i,am,so_i_am,73
so_i_thought,so,i,thought,so_i_thought,69
so_if_you,so,if,you,so_if_you,88
so_it_was,so,it,was,so_it_was,76
so_much_for1,so,much,for,so_much_for,279
so_much_fun,so,much,fun,so_much_fun,117
so_much_to,so,much,to,so_much_to,99
so_much_more,so,much,more,so_much_more,88
so_much_for,so,much,for,so_much_for,76
so_much_i,so,much,i,so_much_i,61
so_proud_of,so,proud,of,so_proud_of,126
so_that_i,so,that,i,so_that_i,100
so_we_can,so,we,can,so_we_can,120
so_you_can,so,you,can,so_you_can,113
some_kind_of,some,kind,of,some_kind_of,84
some_of_the,some,of,the,some_of_the,696
some_of_the1,some,of,the,some_of_the,158
some_of_my,some,of,my,some_of_my,138
some_of_my1,some,of,my,some_of_my,81
some_of_them,some,of,them,some_of_them,75
some_of_you,some,of,you,some_of_you,73
some_of_these,some,of,these,some_of_these,71
some_of_the2,some,of,the,some_of_the,43
some_sort_of,some,sort,of,some_sort_of,116
some_time_to,some,time,to,some_time_to,6
sorry_for_the,sorry,for,the,sorry_for_the,59
sorry_to_hear,sorry,to,hear,sorry_to_hear,81
sounds_like_a,sounds,like,a,sounds_like_a,172
spokesman_for_the,spokesman,for,the,spokesman_for_the,8
spokeswoman_for_the,spokeswoman,for,the,spokeswoman_for_the,5
sponsored_by_the,sponsored,by,the,sponsored_by_the,5
spread_the_word,spread,the,word,spread_the_word,102
st_louis_county,st,louis,county,st_louis_county,8
st_louis_and,st,louis,and,st_louis_and,5
start_of_the,start,of,the,start_of_the,6
state_department_of,state,department,of,state_department_of,6
state_of_the,state,of,the,state_of_the,7
stay_tuned_for,stay,tuned,for,stay_tuned_for,90
such_a_great,such,a,great,such_a_great,88
such_a_good,such,a,good,such_a_good,62
such_as_the,such,as,the,such_as_the,91
such_as_the1,such,as,the,such_as_the,11
supposed_to_be,supposed,to,be,supposed_to_be,129
supposed_to_be1,supposed,to,be,supposed_to_be,97
take_a_look,take,a,look,take_a_look,77
take_care_of1,take,care,of,take_care_of,104
take_care_of,take,care,of,take_care_of,95
talk_to_me,talk,to,me,talk_to_me,88
talk_to_you,talk,to,you,talk_to_you,84
team_in_the,team,in,the,team_in_the,6
tell_me_what,tell,me,what,tell_me_what,58
tell_you_that,tell,you,that,tell_you_that,74
texas_a_m,texas,a,m,texas_a_m,5
than_any_other,than,any,other,than_any_other,7
thank_god_for,thank,god,for,thank_god_for,63
thank_you_for1,thank,you,for,thank_you_for,894
thank_you_so,thank,you,so,thank_you_so,237
thank_you_to1,thank,you,to,thank_you_to,149
thank_you_for,thank,you,for,thank_you_for,135
thank_you_i,thank,you,i,thank_you_i,81
thank_you_to,thank,you,to,thank_you_to,79
thank_you_and,thank,you,and,thank_you_and,62
thanks_for_the,thanks,for,the,thanks_for_the,2316
thanks_for_following,thanks,for,following,thanks_for_following,394
thanks_for_sharing,thanks,for,sharing,thanks_for_sharing,155
thanks_for_your,thanks,for,your,thanks_for_your,135
thanks_for_all,thanks,for,all,thanks_for_all,92
thanks_for_coming,thanks,for,coming,thanks_for_coming,86
thanks_so_much,thanks,so,much,thanks_so_much,308
thanks_to_all,thanks,to,all,thanks_to_all,124
thanks_to_for,thanks,to,for,thanks_to_for,94
thanks_to_everyone,thanks,to,everyone,thanks_to_everyone,88
that_awkward_moment,that,awkward,moment,that_awkward_moment,107
that_can_be,that,can,be,that_can_be,73
that_can_be1,that,can,be,that_can_be,8
that_could_be,that,could,be,that_could_be,9
that_has_been,that,has,been,that_has_been,83
that_has_been1,that,has,been,that_has_been,8
that_have_been,that,have,been,that_have_been,8
that_he_was,that,he,was,that_he_was,144
that_he_is,that,he,is,that_he_is,117
that_he_had,that,he,had,that_he_had,76
that_he_had1,that,he,had,that_he_had,9
that_he_was1,that,he,was,that_he_was,6
that_he_said,that,he,said,that_he_said,6
that_he_is1,that,he,is,that_he_is,5
that_i_have,that,i,have,that_i_have,336
that_i_am,that,i,am,that_i_am,314
that_i_was,that,i,was,that_i_was,287
that_i_had,that,i,had,that_i_had,175
that_i_can,that,i,can,that_i_can,165
that_i_would,that,i,would,that_i_would,146
that_i_could,that,i,could,that_i_could,127
that_i_don't,that,i,don't,that_i_don't,114
that_i_will,that,i,will,that_i_will,94
that_i_have1,that,i,have,that_i_have,88
that_i_didn't,that,i,didn't,that_i_didn't,70
that_i_am1,that,i,am,that_i_am,68
that_i_can1,that,i,can,that_i_can,59
that_i_was1,that,i,was,that_i_was,7
that_if_i,that,if,i,that_if_i,73
that_if_you,that,if,you,that_if_you,73
that_if_you1,that,if,you,that_if_you,5
that_is_the,that,is,the,that_is_the,144
that_is_not,that,is,not,that_is_not,111
that_is_a,that,is,a,that_is_a,98
that_is_a1,that,is,a,that_is_a,93
that_is_the1,that,is,the,that_is_the,80
that_is_not1,that,is,not,that_is_not,10
that_is_the2,that,is,the,that_is_the,8
that_it_is,that,it,is,that_it_is,260
that_it_was,that,it,was,that_it_was,243
that_it_would,that,it,would,that_it_would,76
that_it_was1,that,it,was,that_it_was,7
that_it_is1,that,it,is,that_it_is,5
that_she_was,that,she,was,that_she_was,99
that_the_company,that,the,company,that_the_company,8
that_there_is,that,there,is,that_there_is,136
that_there_are,that,there,are,that_there_are,127
that_there_was,that,there,was,that_there_was,82
that_there_are1,that,there,are,that_there_are,6
that_they_are,that,they,are,that_they_are,168
that_they_were,that,they,were,that_they_were,89
that_this_is,that,this,is,that_this_is,113
that_this_is1,that,this,is,that_this_is,6
that_was_a,that,was,a,that_was_a,134
that_was_a1,that,was,a,that_was_a,5
that_we_are,that,we,are,that_we_are,166
that_we_have,that,we,have,that_we_have,123
that_we_can,that,we,can,that_we_can,77
that_we_have1,that,we,have,that_we_have,6
that_would_be1,that,would,be,that_would_be,201
that_would_be,that,would,be,that_would_be,120
that_would_be2,that,would,be,that_would_be,10
that_would_have,that,would,have,that_would_have,6
that_you_can,that,you,can,that_you_can,163
that_you_are,that,you,are,that_you_are,105
that_you_have,that,you,have,that_you_have,88
that_you_are1,that,you,are,that_you_are,88
that_you_will,that,you,will,that_you_will,68
that's_what_i,that's,what,i,that's_what_i,72
that's_why_i,that's,why,i,that's_why_i,78
the_ability_to,the,ability,to,the_ability_to,101
the_ability_to1,the,ability,to,the_ability_to,6
the_age_of,the,age,of,the_age_of,84
the_amount_of,the,amount,of,the_amount_of,99
the_amount_of1,the,amount,of,the_amount_of,10
the_associated_press,the,associated,press,the_associated_press,8
the_back_of,the,back,of,the_back_of,185
the_back_of1,the,back,of,the_back_of,10
the_beginning_of,the,beginning,of,the_beginning_of,142
the_beginning_of1,the,beginning,of,the_beginning_of,7
the_best_of,the,best,of,the_best_of,83
the_best_of1,the,best,of,the_best_of,83
the_best_thing,the,best,thing,the_best_thing,69
the_best_way,the,best,way,the_best_way,67
the_best_way1,the,best,way,the_best_way,5
the_board_of,the,board,of,the_board_of,8
the_bottom_of,the,bottom,of,the_bottom_of,158
the_bottom_of1,the,bottom,of,the_bottom_of,7
the_case_of,the,case,of,the_case_of,5
the_cause_of,the,cause,of,the_cause_of,6
the_center_of,the,center,of,the_center_of,85
the_center_of1,the,center,of,the_center_of,9
the_chance_to,the,chance,to,the_chance_to,82
the_chance_to1,the,chance,to,the_chance_to,6
the_city_of,the,city,of,the_city_of,16
the_city_council,the,city,council,the_city_council,8
the_city_and,the,city,and,the_city_and,6
the_city_has,the,city,has,the_city_has,5
the_company_said,the,company,said,the_company_said,7
the_corner_of,the,corner,of,the_corner_of,5
the_cost_of,the,cost,of,the_cost_of,10
the_costs_of,the,costs,of,the_costs_of,6
the_country_and,the,country,and,the_country_and,7
the_course_of,the,course,of,the_course_of,76
the_course_of1,the,course,of,the_course_of,8
the_day_i,the,day,i,the_day_i,84
the_death_of,the,death,of,the_death_of,71
the_death_of1,the,death,of,the_death_of,7
the_department_of,the,department,of,the_department_of,8
the_difference_between,the,difference,between,the_difference_between,69
the_difference_between1,the,difference,between,the_difference_between,5
the_economy_is,the,economy,is,the_economy_is,5
the_edge_of,the,edge,of,the_edge_of,88
the_end_of,the,end,of,the_end_of,676
the_end_of1,the,end,of,the_end_of,292
the_end_of2,the,end,of,the_end_of,38
the_face_of,the,face,of,the_face_of,6
the_fact_that,the,fact,that,the_fact_that,558
the_fact_that1,the,fact,that,the_fact_that,144
the_fact_that2,the,fact,that,the_fact_that,20
the_federal_government,the,federal,government,the_federal_government,6
the_first_time,the,first,time,the_first_time,366
the_first_time1,the,first,time,the_first_time,276
the_first_place,the,first,place,the_first_place,94
the_first_time2,the,first,time,the_first_time,50
the_first_round,the,first,round,the_first_round,9
the_first_thing,the,first,thing,the_first_thing,7
the_first_half,the,first,half,the_first_half,6
the_first_place1,the,first,place,the_first_place,6
the_first_of,the,first,of,the_first_of,5
the_first_four,the,first,four,the_first_four,5
the_form_of,the,form,of,the_form_of,80
the_fourth_quarter,the,fourth,quarter,the_fourth_quarter,9
the_front_of,the,front,of,the_front_of,5
the_future_of,the,future,of,the_future_of,7
the_game_and,the,game,and,the_game_and,6
the_heart_of,the,heart,of,the_heart_of,73
the_heart_of1,the,heart,of,the_heart_of,5
the_hunger_games,the,hunger,games,the_hunger_games,60
the_idea_of,the,idea,of,the_idea_of,172
the_idea_that,the,idea,that,the_idea_that,79
the_idea_of1,the,idea,of,the_idea_of,9
the_idea_that1,the,idea,that,the_idea_that,6
the_importance_of,the,importance,of,the_importance_of,83
the_importance_of1,the,importance,of,the_importance_of,10
the_issue_of,the,issue,of,the_issue_of,5
the_job_he,the,job,he,the_job_he,5
the_kind_of,the,kind,of,the_kind_of,136
the_kind_of1,the,kind,of,the_kind_of,8
the_lack_of,the,lack,of,the_lack_of,93
the_last_few,the,last,few,the_last_few,96
the_last_time,the,last,time,the_last_time,85
the_last_time1,the,last,time,the_last_time,73
the_last_two,the,last,two,the_last_two,7
the_life_of,the,life,of,the_life_of,73
the_loss_of,the,loss,of,the_loss_of,5
the_majority_of,the,majority,of,the_majority_of,83
the_majority_of1,the,majority,of,the_majority_of,7
the_middle_of,the,middle,of,the_middle_of,218
the_middle_of1,the,middle,of,the_middle_of,103
the_middle_of2,the,middle,of,the_middle_of,14
the_midst_of,the,midst,of,the_midst_of,85
the_money_to,the,money,to,the_money_to,5
the_most_important,the,most,important,the_most_important,85
the_most_part,the,most,part,the_most_part,85
the_most_recent,the,most,recent,the_most_recent,5
the_name_of,the,name,of,the_name_of,152
the_name_of1,the,name,of,the_name_of,5
the_need_to,the,need,to,the_need_to,86
the_need_to1,the,need,to,the_need_to,5
the_needs_of,the,needs,of,the_needs_of,5
the_new_york,the,new,york,the_new_york,74
the_new_york1,the,new,york,the_new_york,19
the_new_jersey,the,new,jersey,the_new_jersey,11
the_next_day,the,next,day,the_next_day,117
the_next_few,the,next,few,the_next_few,75
the_next_few1,the,next,few,the_next_few,5
the_notion_that,the,notion,that,the_notion_that,5
the_number_of,the,number,of,the_number_of,127
the_number_of1,the,number,of,the_number_of,30
the_ohio_state,the,ohio,state,the_ohio_state,5
the_one_who,the,one,who,the_one_who,84
the_only_one1,the,only,one,the_only_one,176
the_only_thing,the,only,thing,the_only_thing,122
the_only_one,the,only,one,the_only_one,98
the_only_thing1,the,only,thing,the_only_thing,98
the_only_way,the,only,way,the_only_way,84
the_only_way1,the,only,way,the_only_way,68
the_only_thing2,the,only,thing,the_only_thing,6
the_opportunity_to,the,opportunity,to,the_opportunity_to,154
the_opportunity_to1,the,opportunity,to,the_opportunity_to,11
the_other_hand,the,other,hand,the_other_hand,136
the_other_day,the,other,day,the_other_day,119
the_other_side,the,other,side,the_other_side,118
the_other_day1,the,other,day,the_other_day,80
the_other_hand1,the,other,hand,the_other_hand,6
the_other_side1,the,other,side,the_other_side,6
the_owner_of,the,owner,of,the_owner_of,6
the_parking_lot,the,parking,lot,the_parking_lot,7
the_past_few,the,past,few,the_past_few,90
the_past_two,the,past,two,the_past_two,13
the_people_who,the,people,who,the_people_who,88
the_people_who1,the,people,who,the_people_who,64
the_people_who2,the,people,who,the_people_who,8
the_plain_dealer,the,plain,dealer,the_plain_dealer,5
the_playoffs_and,the,playoffs,and,the_playoffs_and,5
the_point_of,the,point,of,the_point_of,100
the_police_department,the,police,department,the_police_department,5
the_power_of,the,power,of,the_power_of,100
the_price_of,the,price,of,the_price_of,6
the_process_of,the,process,of,the_process_of,88
the_public_and,the,public,and,the_public_and,5
the_quality_of,the,quality,of,the_quality_of,9
the_regular_season,the,regular,season,the_regular_season,9
the_residents_of,the,residents,of,the_residents_of,5
the_rest_of,the,rest,of,the_rest_of,511
the_rest_of1,the,rest,of,the_rest_of,284
the_rest_of2,the,rest,of,the_rest_of,24
the_right_to,the,right,to,the_right_to,79
the_right_to1,the,right,to,the_right_to,6
the_role_of,the,role,of,the_role_of,7
the_same_time,the,same,time,the_same_time,271
the_same_time1,the,same,time,the_same_time,143
the_same_thing1,the,same,thing,the_same_thing,108
the_same_thing,the,same,thing,the_same_thing,107
the_same_way,the,same,way,the_same_way,99
the_same_way1,the,same,way,the_same_way,70
the_same_as,the,same,as,the_same_as,69
the_same_time2,the,same,time,the_same_time,12
the_same_day,the,same,day,the_same_day,6
the_same_period,the,same,period,the_same_period,5
the_san_francisco,the,san,francisco,the_san_francisco,8
the_school_system,the,school,system,the_school_system,7
the_second_half,the,second,half,the_second_half,8
the_second_round,the,second,round,the_second_round,7
the_second_and,the,second,and,the_second_and,5
the_shout_out,the,shout,out,the_shout_out,109
the_side_of,the,side,of,the_side_of,97
the_size_of,the,size,of,the_size_of,6
the_st_louis,the,st,louis,the_st_louis,12
the_start_of,the,start,of,the_start_of,79
the_start_of1,the,start,of,the_start_of,11
the_state_of,the,state,of,the_state_of,9
the_state_department,the,state,department,the_state_department,7
the_state_board,the,state,board,the_state_board,7
the_state_and,the,state,and,the_state_and,5
the_state_is,the,state,is,the_state_is,5
the_stateâ_s,the,stateâ,s,the_stateâ_s,7
the_story_of,the,story,of,the_story_of,113
the_story_of1,the,story,of,the_story_of,7
the_structure_of,the,structure,of,the_structure_of,6
the_summer_of,the,summer,of,the_summer_of,5
the_super_bowl,the,super,bowl,the_super_bowl,9
the_supreme_court,the,supreme,court,the_supreme_court,11
the_team_and,the,team,and,the_team_and,5
the_things_that,the,things,that,the_things_that,87
the_third_quarter,the,third,quarter,the_third_quarter,6
the_time_i,the,time,i,the_time_i,136
the_time_to,the,time,to,the_time_to,121
the_time_of,the,time,of,the_time_of,76
the_time_to1,the,time,to,the_time_to,61
the_time_of1,the,time,of,the_time_of,6
the_top_of,the,top,of,the_top_of,194
the_top_of1,the,top,of,the_top_of,68
the_top_of2,the,top,of,the_top_of,7
the_u.s_department,the,u.s,department,the_u.s_department,7
the_united_states,the,united,states,the_united_states,228
the_united_states1,the,united,states,the_united_states,37
the_university_of,the,university,of,the_university_of,101
the_university_of1,the,university,of,the_university_of,20
the_use_of,the,use,of,the_use_of,141
the_use_of1,the,use,of,the_use_of,5
the_wake_of,the,wake,of,the_wake_of,7
the_way_to1,the,way,to,the_way_to,114
the_way_i,the,way,i,the_way_i,107
the_way_to,the,way,to,the_way_to,97
the_way_you,the,way,you,the_way_you,79
the_way_i1,the,way,i,the_way_i,56
the_way_the,the,way,the,the_way_the,6
the_way_of,the,way,of,the_way_of,5
the_western_conference,the,western,conference,the_western_conference,5
the_white_house,the,white,house,the_white_house,11
the_whole_thing,the,whole,thing,the_whole_thing,81
the_world_of,the,world,of,the_world_of,116
the_world_and,the,world,and,the_world_and,99
the_world_is,the,world,is,the_world_is,92
the_world_to,the,world,to,the_world_to,6
the_world_series,the,world,series,the_world_series,5
the_world's_largest,the,world's,largest,the_world's_largest,6
them_in_the,them,in,the,them_in_the,81
them_to_the,them,to,the,them_to_the,5
there_are_a,there,are,a,there_are_a,144
there_are_many,there,are,many,there_are_many,132
there_are_some,there,are,some,there_are_some,111
there_are_no,there,are,no,there_are_no,84
there_are_so,there,are,so,there_are_so,80
there_are_no1,there,are,no,there_are_no,8
there_are_a1,there,are,a,there_are_a,8
there_are_plenty,there,are,plenty,there_are_plenty,7
there_has_been,there,has,been,there_has_been,6
there_have_been,there,have,been,there_have_been,9
there_is_a,there,is,a,there_is_a,547
there_is_no,there,is,no,there_is_no,395
there_is_a1,there,is,a,there_is_a,211
there_is_no1,there,is,no,there_is_no,185
there_is_an,there,is,an,there_is_an,79
there_is_nothing,there,is,nothing,there_is_nothing,73
there_is_a2,there,is,a,there_is_a,17
there_is_no2,there,is,no,there_is_no,15
there_was_a,there,was,a,there_was_a,324
there_was_no,there,was,no,there_was_no,145
there_was_a1,there,was,a,there_was_a,86
there_was_no1,there,was,no,there_was_no,10
there_was_a2,there,was,a,there_was_a,6
there_were_no,there,were,no,there_were_no,7
there_were_a,there,were,a,there_were_a,5
there_will_be,there,will,be,there_will_be,182
there_will_be1,there,will,be,there_will_be,93
there_will_be2,there,will,be,there_will_be,12
thereâ_s_no,thereâ,s,no,thereâ_s_no,5
they_are_not,they,are,not,they_are_not,110
they_do_not,they,do,not,they_do_not,83
they_had_a,they,had,a,they_had_a,5
they_have_a,they,have,a,they_have_a,85
they_have_to,they,have,to,they_have_to,78
they_have_been,they,have,been,they_have_been,71
they_need_to,they,need,to,they_need_to,7
they_want_to,they,want,to,they_want_to,71
they_will_be,they,will,be,they_will_be,71
thing_to_do,thing,to,do,thing_to_do,5
think_about_it,think,about,it,think_about_it,61
think_of_the,think,of,the,think_of_the,57
this_is_a,this,is,a,this_is_a,533
this_is_the,this,is,the,this_is_the,453
this_is_the1,this,is,the,this_is_the,201
this_is_not,this,is,not,this_is_not,185
this_is_a1,this,is,a,this_is_a,166
this_is_what,this,is,what,this_is_what,158
this_is_my,this,is,my,this_is_my,124
this_is_one,this,is,one,this_is_one,99
this_is_an,this,is,an,this_is_an,99
this_is_my1,this,is,my,this_is_my,74
this_is_where,this,is,where,this_is_where,72
this_is_going,this,is,going,this_is_going,61
this_is_what1,this,is,what,this_is_what,58
this_is_not1,this,is,not,this_is_not,57
this_is_why,this,is,why,this_is_why,57
this_is_a2,this,is,a,this_is_a,20
this_is_the2,this,is,the,this_is_the,17
this_kind_of,this,kind,of,this_kind_of,70
this_time_i,this,time,i,this_time_i,81
this_was_a,this,was,a,this_was_a,157
this_was_the,this,was,the,this_was_the,110
this_will_be,this,will,be,this_will_be,80
this_year_the,this,year,the,this_year_the,9
those_of_you,those,of,you,those_of_you,111
those_who_are,those,who,are,those_who_are,81
those_who_have,those,who,have,those_who_have,70
thought_i_was,thought,i,was,thought_i_was,74
thought_it_was1,thought,it,was,thought_it_was,119
thought_it_was,thought,it,was,thought_it_was,99
thought_it_would,thought,it,would,thought_it_would,81
three_of_the,three,of,the,three_of_the,6
throughout_the_region,throughout,the,region,throughout_the_region,5
thx_for_the,thx,for,the,thx_for_the,94
time_for_a,time,for,a,time_for_a,80
time_for_the,time,for,the,time_for_the,62
time_for_the1,time,for,the,time_for_the,5
time_in_the,time,in,the,time_in_the,82
time_in_the1,time,in,the,time_in_the,5
time_of_year,time,of,year,time_of_year,70
time_of_the,time,of,the,time_of_the,5
time_to_get1,time,to,get,time_to_get,128
time_to_go,time,to,go,time_to_go,73
time_to_get,time,to,get,time_to_get,71
times_a_month,times,a,month,times_a_month,5
times_in_the,times,in,the,times_in_the,5
to_4_p.m,to,4,p.m,to_4_p.m,6
to_a_new,to,a,new,to_a_new,6
to_all_the,to,all,the,to_all_the,207
to_all_of1,to,all,of,to_all_of,116
to_all_my,to,all,my,to_all_my,105
to_all_of,to,all,of,to_all_of,73
to_all_who,to,all,who,to_all_who,60
to_be_a,to,be,a,to_be_a,682
to_be_a1,to,be,a,to_be_a,630
to_be_the,to,be,the,to_be_the,282
to_be_able,to,be,able,to_be_able,210
to_be_in1,to,be,in,to_be_in,177
to_be_the1,to,be,the,to_be_the,176
to_be_in,to,be,in,to_be_in,139
to_be_on,to,be,on,to_be_on,125
to_be_an,to,be,an,to_be_an,98
to_be_honest,to,be,honest,to_be_honest,82
to_be_more,to,be,more,to_be_more,76
to_be_back,to,be,back,to_be_back,72
to_be_able1,to,be,able,to_be_able,66
to_be_at,to,be,at,to_be_at,66
to_be_an1,to,be,an,to_be_an,63
to_be_there,to,be,there,to_be_there,62
to_be_a2,to,be,a,to_be_a,42
to_be_the2,to,be,the,to_be_the,11
to_be_in2,to,be,in,to_be_in,9
to_be_more1,to,be,more,to_be_more,7
to_be_out,to,be,out,to_be_out,6
to_be_done,to,be,done,to_be_done,5
to_be_able2,to,be,able,to_be_able,5
to_become_an,to,become,an,to_become_an,6
to_believe_that,to,believe,that,to_believe_that,70
to_catch_up,to,catch,up,to_catch_up,77
to_check_out1,to,check,out,to_check_out,111
to_check_out,to,check,out,to_check_out,80
to_come_to,to,come,to,to_come_to,66
to_come_from,to,come,from,to_come_from,5
to_continue_to,to,continue,to,to_continue_to,7
to_create_a,to,create,a,to_create_a,115
to_create_a1,to,create,a,to_create_a,10
to_deal_with,to,deal,with,to_deal_with,120
to_deal_with1,to,deal,with,to_deal_with,9
to_discuss_the,to,discuss,the,to_discuss_the,6
to_do_with,to,do,with,to_do_with,300
to_do_it,to,do,it,to_do_it,173
to_do_it1,to,do,it,to_do_it,145
to_do_this,to,do,this,to_do_this,137
to_do_so,to,do,so,to_do_so,127
to_do_the,to,do,the,to_do_the,122
to_do_a,to,do,a,to_do_a,119
to_do_with1,to,do,with,to_do_with,105
to_do_something,to,do,something,to_do_something,97
to_do_a1,to,do,a,to_do_a,90
to_do_that,to,do,that,to_do_that,88
to_do_is,to,do,is,to_do_is,80
to_do_that1,to,do,that,to_do_that,79
to_do_something1,to,do,something,to_do_something,68
to_do_the1,to,do,the,to_do_the,64
to_do_is1,to,do,is,to_do_is,64
to_do_this1,to,do,this,to_do_this,59
to_do_with2,to,do,with,to_do_with,18
to_do_it2,to,do,it,to_do_it,15
to_do_so1,to,do,so,to_do_so,6
to_do_the2,to,do,the,to_do_the,5
to_everyone_who,to,everyone,who,to_everyone_who,92
to_figure_out,to,figure,out,to_figure_out,112
to_figure_out1,to,figure,out,to_figure_out,110
to_figure_out2,to,figure,out,to_figure_out,6
to_find_out,to,find,out,to_find_out,144
to_find_a,to,find,a,to_find_a,135
to_find_the,to,find,the,to_find_the,101
to_find_out1,to,find,out,to_find_out,94
to_find_a1,to,find,a,to_find_a,88
to_find_a2,to,find,a,to_find_a,7
to_find_out2,to,find,out,to_find_out,6
to_focus_on,to,focus,on,to_focus_on,75
to_focus_on1,to,focus,on,to_focus_on,10
to_follow_me,to,follow,me,to_follow_me,96
to_get_a,to,get,a,to_get_a,232
to_get_a1,to,get,a,to_get_a,218
to_get_the,to,get,the,to_get_the,187
to_get_my1,to,get,my,to_get_my,148
to_get_to,to,get,to,to_get_to,126
to_get_the1,to,get,the,to_get_the,125
to_get_to1,to,get,to,to_get_to,111
to_get_out,to,get,out,to_get_out,95
to_get_some,to,get,some,to_get_some,91
to_get_it,to,get,it,to_get_it,91
to_get_my,to,get,my,to_get_my,87
to_get_back,to,get,back,to_get_back,83
to_get_in,to,get,in,to_get_in,81
to_get_out1,to,get,out,to_get_out,80
to_get_back1,to,get,back,to_get_back,78
to_get_your,to,get,your,to_get_your,64
to_get_a2,to,get,a,to_get_a,14
to_get_to2,to,get,to,to_get_to,13
to_get_in1,to,get,in,to_get_in,8
to_get_out2,to,get,out,to_get_out,8
to_get_the2,to,get,the,to_get_the,7
to_give_it,to,give,it,to_give_it,79
to_give_the,to,give,the,to_give_the,5
to_go_to1,to,go,to,to_go_to,432
to_go_to,to,go,to,to_go_to,275
to_go_back,to,go,back,to_go_back,95
to_go_back1,to,go,back,to_go_back,72
to_go_with,to,go,with,to_go_with,70
to_go_home,to,go,home,to_go_home,58
to_go_to2,to,go,to,to_go_to,15
to_have_a,to,have,a,to_have_a,321
to_have_a1,to,have,a,to_have_a,196
to_have_you,to,have,you,to_have_you,124
to_have_to,to,have,to,to_have_to,101
to_have_the,to,have,the,to_have_the,98
to_have_been,to,have,been,to_have_been,77
to_have_to1,to,have,to,to_have_to,56
to_have_a2,to,have,a,to_have_a,16
to_have_the1,to,have,the,to_have_the,9
to_have_that,to,have,that,to_have_that,5
to_hear_that,to,hear,that,to_hear_that,92
to_hear_it,to,hear,it,to_hear_it,80
to_hear_about,to,hear,about,to_hear_about,69
to_help_me,to,help,me,to_help_me,72
to_keep_the,to,keep,the,to_keep_the,86
to_keep_the1,to,keep,the,to_keep_the,12
to_know_that,to,know,that,to_know_that,86
to_know_what,to,know,what,to_know_what,5
to_listen_to1,to,listen,to,to_listen_to,102
to_listen_to,to,listen,to,to_listen_to,72
to_look_at,to,look,at,to_look_at,137
to_make_a,to,make,a,to_make_a,312
to_make_the,to,make,the,to_make_the,209
to_make_it,to,make,it,to_make_it,196
to_make_a1,to,make,a,to_make_a,176
to_make_sure,to,make,sure,to_make_sure,172
to_make_it1,to,make,it,to_make_it,153
to_make_sure1,to,make,sure,to_make_sure,58
to_make_the1,to,make,the,to_make_the,57
to_make_it2,to,make,it,to_make_it,17
to_make_a2,to,make,a,to_make_a,16
to_make_the2,to,make,the,to_make_the,15
to_make_sure2,to,make,sure,to_make_sure,13
to_me_and,to,me,and,to_me_and,123
to_me_that,to,me,that,to_me_that,99
to_me_i,to,me,i,to_me_i,81
to_meet_you,to,meet,you,to_meet_you,198
to_more_than,to,more,than,to_more_than,5
to_move_on,to,move,on,to_move_on,5
to_new_york,to,new,york,to_new_york,6
to_one_of,to,one,of,to_one_of,86
to_pay_for,to,pay,for,to_pay_for,9
to_pick_up,to,pick,up,to_pick_up,86
to_play_with,to,play,with,to_play_with,73
to_protect_the,to,protect,the,to_protect_the,6
to_provide_a,to,provide,a,to_provide_a,7
to_read_the,to,read,the,to_read_the,71
to_review_the,to,review,the,to_review_the,5
to_run_for,to,run,for,to_run_for,5
to_say_that,to,say,that,to_say_that,215
to_say_i,to,say,i,to_say_i,90
to_say_the,to,say,the,to_say_the,78
to_say_that1,to,say,that,to_say_that,66
to_see_you,to,see,you,to_see_you,513
to_see_the1,to,see,the,to_see_the,249
to_see_the,to,see,the,to_see_the,222
to_see_what,to,see,what,to_see_what,157
to_see_how,to,see,how,to_see_how,117
to_see_if,to,see,if,to_see_if,113
to_see_it,to,see,it,to_see_it,112
to_see_a1,to,see,a,to_see_a,86
to_see_a,to,see,a,to_see_a,82
to_see_how1,to,see,how,to_see_how,78
to_see_what1,to,see,what,to_see_what,78
to_see_my,to,see,my,to_see_my,77
to_see_that1,to,see,that,to_see_that,76
to_see_if1,to,see,if,to_see_if,73
to_see_that,to,see,that,to_see_that,72
to_see_your,to,see,your,to_see_your,56
to_see_the2,to,see,the,to_see_the,8
